	ID	building type	latitudes	longitudes
1291	way/448033923	yes	43.0708638	-89.4257483
1292	way/448033924	yes	43.0708246	-89.426338
1293	way/448033926	yes	43.0713616	-89.4257251
1294	way/448033927	yes	43.0712917	-89.4261556
1295	way/448033928	yes	43.0711793	-89.4257443
1296	way/448033930	yes	43.0708933	-89.4259445
1297	way/448033931	yes	43.0712637	-89.4265425
1298	way/448033932	yes	43.0710425	-89.4257866
1299	way/448033933	yes	43.0708434	-89.4265605
1300	way/448033934	yes	43.0708056	-89.4269743
1301	way/448033936	yes	43.0712509	-89.4267909
1302	way/448033937	yes	43.0709731	-89.4262849
1303	way/448033938	house	43.0712935	-89.4262709
1304	way/448229106	yes	43.07043	-89.4269438
1305	way/448229107	yes	43.0701253	-89.4268287
1306	way/448229108	yes	43.0707905	-89.4267795
1307	way/448229109	yes	43.0704333	-89.4267476
1308	way/448229110	yes	43.0703712	-89.4265824
1309	way/448229111	house	43.0698385	-89.4269456
1310	way/453179419	yes	43.0705146	-89.4258299
1311	way/453179421	house	43.0698111	-89.4265675
1312	way/453179423	yes	43.0705098	-89.4256577
1313	way/453179426	yes	43.0705442	-89.4254482
1314	way/453179429	yes	43.0702727	-89.4258253
1315	way/453179432	yes	43.0702035	-89.4253833
1316	way/453179434	yes	43.0704484	-89.4265272
1317	way/453179436	yes	43.0703726	-89.4265647
1318	way/453179438	house	43.0698949	-89.4262181
1319	way/453179440	yes	43.0704649	-89.4263316
1320	way/453179442	yes	43.0703941	-89.4251969
1321	way/453179444	yes	43.0703446	-89.4262684
1322	way/453179446	yes	43.0701441	-89.4255653
1323	way/453179448	yes	43.0702976	-89.4252197
1324	way/453179450	house	43.0698131	-89.4267425
1325	way/453179455	yes	43.0705307	-89.4251978
1326	way/453179457	yes	43.0701315	-89.4252528
1327	way/453179459	house	43.0697969	-89.4256461
1328	way/453179462	yes	43.0701291	-89.4258232
1329	way/453179464	house	43.0698151	-89.4254088
1330	way/453179467	house	43.0698018	-89.4252063
1331	way/453179471	house	43.0698146	-89.4258873
1332	way/453187961	house	43.0693537	-89.4180235
1333	way/453187962	house	43.0693689	-89.4174689
1334	way/453187963	house	43.0689677	-89.4177076
1335	way/453187964	house	43.0689572	-89.4185895
1336	way/453187966	apartments	43.0693542	-89.4184017
1337	way/453187967	house	43.0689595	-89.4174576
1338	way/453187968	house	43.0689574	-89.4181627
1339	way/453187969	house	43.0693956	-89.4187649
1340	way/453187970	house	43.0689538	-89.4183288
1341	way/453187971	yes	43.0691749	-89.4180302
1342	way/453187972	yes	43.0689605	-89.4171433
1343	way/453187973	yes	43.0691665	-89.4181228
1344	way/453187974	yes	43.0690912	-89.4179577
1345	way/453187975	yes	43.0691764	-89.4177331
1346	way/453187976	yes	43.069058	-89.4177304
1347	way/453187977	yes	43.069028	-89.4173791
1348	way/453187978	house	43.0692115	-89.4170628
1349	way/453187979	yes	43.0692626	-89.4172865
1350	way/453187980	yes	43.0691733	-89.4176114
1351	way/453187981	house	43.0693939	-89.4185928
1352	way/453187982	yes	43.0692495	-89.4173346
1353	way/453187984	yes	43.0690135	-89.4186399
1354	way/453187985	house	43.0693523	-89.4178397
1355	way/453187986	house	43.0693634	-89.4171562
1356	way/453187987	house	43.0689536	-89.4179319
1357	way/453187988	house	43.0694302	-89.4190284
1358	way/453187989	house	43.0693706	-89.4176429
1359	way/453187990	house	43.0693552	-89.4182085
1360	way/453187991	house	43.0688925	-89.4172646
1361	way/453187992	yes	43.0690831	-89.4170406
1362	way/453419608	house	43.0692998	-89.419532
1363	way/453419609	house	43.0689604	-89.4197268
1364	way/453419610	house	43.0690453	-89.4192858
1365	way/453419612	house	43.069381	-89.4198056
1366	way/453618530	yes	43.0707239	-89.4181989
1367	way/453618531	yes	43.0702074	-89.4197408
1368	way/453618532	yes	43.070367	-89.4196467
1369	way/453618533	yes	43.0706481	-89.419232
1370	way/453618534	yes	43.0698295	-89.4192169
1371	way/453618535	house	43.0697421	-89.4196201
1372	way/453618537	yes	43.069836	-89.4189984
1373	way/453618539	yes	43.070752	-89.4190704
1374	way/453618540	yes	43.0704453	-89.418961
1375	way/453618541	yes	43.0703767	-89.4191374
1376	way/453618542	yes	43.0700075	-89.418921
1377	way/453618543	yes	43.0697732	-89.4193613
1378	way/453618544	yes	43.0701926	-89.4187511
1379	way/453618545	yes	43.0702793	-89.4186707
1380	way/453618546	yes	43.0705384	-89.419356
1381	way/453618547	detached	43.0699424	-89.4197633
1382	way/453851063	yes	43.071343	-89.4179258
1383	way/453851064	yes	43.0714192	-89.4188251
1384	way/453851066	yes	43.0709175	-89.4195512
1385	way/453851068	yes	43.071404	-89.4176207
1386	way/453851070	yes	43.0708032	-89.419751
1387	way/453851073	yes	43.0711913	-89.4184458
1388	way/453851075	yes	43.0707099	-89.4199409
1389	way/453851078	yes	43.0710891	-89.4202716
1390	way/453851080	yes	43.0715461	-89.4172426
1391	way/453851083	yes	43.0714236	-89.4193991
1392	way/453851085	yes	43.0710856	-89.4172795
1393	way/453851087	yes	43.0715715	-89.4170642
1394	way/453851089	yes	43.0712997	-89.4170066
1395	way/453851091	yes	43.0711601	-89.4168959
1396	way/453851093	yes	43.071067	-89.4176181
1397	way/453851095	yes	43.0713727	-89.4172795
1398	way/453851097	yes	43.0713252	-89.4173734
1399	way/453851099	yes	43.0710905	-89.4191322
1400	way/453851101	yes	43.0710523	-89.4178837
1401	way/453851103	yes	43.0709042	-89.4177626
1402	way/453851105	yes	43.0710476	-89.4194382
1403	way/453851107	yes	43.071428	-89.4191651
1404	way/453851109	yes	43.0712532	-89.4198811
1405	way/454389625	yes	43.0701962	-89.4202535
1406	way/454389626	house	43.0698292	-89.4208448
1407	way/454389627	house	43.0698618	-89.420884
1408	way/454389628	yes	43.0700192	-89.4203819
1409	way/454389629	house	43.0697652	-89.42064
1410	way/454389630	house	43.0697589	-89.4203563
1411	way/454389631	yes	43.0701003	-89.4204989
1412	way/454389632	house	43.0701524	-89.4209136
1413	way/454389633	yes	43.0702001	-89.4206803
1414	way/454389634	house	43.0698619	-89.4201941
1415	way/454389715	house	43.0697885	-89.4218403
1416	way/454407433	house	43.0693852	-89.4199702
1417	way/454407434	house	43.0690392	-89.4201418
1418	way/454526230	yes	43.0702297	-89.4170942
1419	way/454526232	yes	43.0697905	-89.4185504
1420	way/454526234	house	43.0697217	-89.4171096
1421	way/454526236	yes	43.0706123	-89.4173041
1422	way/454526238	yes	43.0700578	-89.4170868
1423	way/454526239	yes	43.0705901	-89.4170166
1424	way/454526241	yes	43.0707946	-89.4169084
1425	way/454526242	yes	43.0704663	-89.4175529
1426	way/454526244	yes	43.0699143	-89.4177386
1427	way/454526246	yes	43.0697404	-89.418161
1428	way/454526247	yes	43.0704594	-89.4176645
1429	way/454526249	yes	43.0699974	-89.4182864
1430	way/454526250	yes	43.0701151	-89.418153
1431	way/454526252	yes	43.069804	-89.4177172
1432	way/454526254	yes	43.0697683	-89.4183668
1433	way/454526255	yes	43.0697673	-89.4174943
1434	way/454526257	yes	43.0697917	-89.4170907
1435	way/454526259	yes	43.0697688	-89.4179525
1436	way/454526260	yes	43.0702915	-89.4170951
1437	way/454527040	yes	43.0718178	-89.4178912
1438	way/454527041	yes	43.0717874	-89.4184729
1439	way/454527042	yes	43.0722487	-89.4184182
1440	way/454527043	yes	43.0722386	-89.4179592
1441	way/454527044	yes	43.0721572	-89.4181108
1442	way/454527045	yes	43.0720211	-89.4177406
1443	way/454527046	yes	43.0718305	-89.4201546
1444	way/454527047	yes	43.07187	-89.4188402
1445	way/454527048	yes	43.0721803	-89.4187716
1446	way/454527049	yes	43.0720142	-89.4186224
1447	way/454527050	yes	43.071831	-89.4195645
1448	way/454527051	yes	43.0720799	-89.4182878
1449	way/454527052	yes	43.0720407	-89.4185721
1450	way/454527053	yes	43.0722696	-89.4182673
1451	way/454527054	yes	43.0720053	-89.4201054
1452	way/454527056	yes	43.0720942	-89.4191628
1453	way/454527057	yes	43.0720629	-89.4198593
1454	way/454527058	yes	43.0717703	-89.4192232
1455	way/454527059	yes	43.0717537	-89.4182263
1456	way/454527060	yes	43.0722029	-89.4185716
1457	way/454527061	yes	43.072121	-89.4189597
1458	way/454775126	yes	43.0712083	-89.4226018
1459	way/454775127	yes	43.0711364	-89.4232726
1460	way/454775128	house	43.0715056	-89.4216874
1461	way/454775129	yes	43.0717559	-89.4202662
1462	way/454775130	yes	43.0711515	-89.4230368
1463	way/454775131	yes	43.0718962	-89.4212072
1464	way/454775132	yes	43.071744	-89.4221753
1465	way/454775133	yes	43.0713699	-89.4236026
1466	way/454775134	yes	43.0714626	-89.4234184
1467	way/454775135	yes	43.0716578	-89.4229188
1468	way/454775136	yes	43.0712444	-89.4235742
1469	way/454775137	yes	43.0715879	-89.422505
1470	way/454775138	yes	43.0711711	-89.4228604
1471	way/454775139	yes	43.0716403	-89.4230643
1472	way/454775140	yes	43.0710696	-89.4235025
1473	way/454775141	yes	43.0715656	-89.4234208
1474	way/454775142	house	43.0717985	-89.4218848
1475	way/454775143	yes	43.0712759	-89.4229965
1476	way/454775144	yes	43.07144	-89.4210721
1477	way/454775145	yes	43.0719024	-89.4206597
1478	way/454775146	house	43.0716531	-89.4227625
1479	way/454775147	yes	43.0713082	-89.4221852
1480	way/454775148	yes	43.0713651	-89.4233808
1481	way/454775149	yes	43.071465	-89.4224749
1482	way/454775150	yes	43.0715433	-89.4235806
1483	way/454775151	yes	43.0712741	-89.4223771
1484	way/454775152	yes	43.0715264	-89.4208645
1485	way/454775153	house	43.0718343	-89.4216347
1486	way/454775154	house	43.0716801	-89.4216497
1487	way/454775155	house	43.0713626	-89.4214456
1488	way/454775156	yes	43.0717404	-89.4222502
1489	way/454775157	yes	43.0715475	-89.4206423
1490	way/454775158	yes	43.0715938	-89.4232158
1491	way/454775159	yes	43.0717667	-89.4220095
1492	way/454775160	yes	43.0715796	-89.4204444
1493	way/454775161	yes	43.0712942	-89.4219488
1494	way/454775355	yes	43.0709846	-89.4251775
1495	way/454775356	yes	43.0714534	-89.4245251
1496	way/454775357	yes	43.0710011	-89.4242505
1497	way/454775358	yes	43.0714057	-89.4250397
1498	way/454775359	yes	43.0710261	-89.4241566
1499	way/454775360	yes	43.0714798	-89.4244289
1500	way/454775361	yes	43.0709818	-89.4243814
1501	way/454775362	yes	43.0714151	-89.4248542
1502	way/454775363	yes	43.0713249	-89.4241117
1503	way/454775364	yes	43.0709653	-89.4250169
1504	way/454775365	yes	43.0709697	-89.4248117
1505	way/454775366	yes	43.0710507	-89.4244102
1506	way/454775367	yes	43.0711691	-89.4240735
1507	way/454775368	yes	43.0713871	-89.425322
1508	way/454775369	yes	43.0714047	-89.4240667
1509	way/454775370	yes	43.070983	-89.4240442
1510	way/454991611	house	43.0693457	-89.4233034
1511	way/454991612	house	43.0686046	-89.4209933
1512	way/454991613	house	43.0685753	-89.4233887
1513	way/454991614	house	43.0685685	-89.4219251
1514	way/454991615	yes	43.0701176	-89.4246727
1515	way/454991616	house	43.0689779	-89.4205843
1516	way/454991617	yes	43.0707644	-89.4231884
1517	way/454991618	house	43.069387	-89.4229856
1518	way/454991619	house	43.0685457	-89.4197469
1519	way/454991620	house	43.0693747	-89.4216594
1520	way/454991621	yes	43.0692666	-89.4216058
1521	way/454991622	yes	43.0681424	-89.4205584
1522	way/454991623	yes	43.0708935	-89.4222635
1523	way/454991624	house	43.0681341	-89.4220021
1524	way/454991625	house	43.0681643	-89.4217841
1525	way/454991626	yes	43.0689691	-89.4229177
1526	way/454991627	house	43.0690205	-89.4233926
1527	way/454991628	house	43.0684399	-89.4210112
1528	way/454991629	yes	43.0689848	-89.4226922
1529	way/454991630	house	43.0689915	-89.4231576
1530	way/454991631	house	43.0685539	-89.423179
1531	way/454991632	yes	43.0706524	-89.4244496
1532	way/454991633	house	43.0693752	-89.422661
1533	way/454991634	yes	43.0707234	-89.4234813
1534	way/454991635	house	43.0694129	-89.4235662
1535	way/454991636	house	43.0680854	-89.4191448
1536	way/454991637	yes	43.0698288	-89.4243103
1537	way/454991638	house	43.0685395	-89.4206448
1538	way/454991639	house	43.0699812	-89.4229481
1539	way/454991640	yes	43.0709573	-89.4219013
1540	way/454991641	yes	43.070632	-89.424653
1541	way/454991642	house	43.0698696	-89.4224435
1542	way/454991643	yes	43.0705782	-89.4242191
1543	way/454991644	yes	43.0706853	-89.4240705
1544	way/454991646	yes	43.0699687	-89.4246599
1545	way/454991647	yes	43.0691312	-89.4236125
1546	way/454991649	yes	43.0701145	-89.4234994
1547	way/454991650	house	43.0690024	-89.4221541
1548	way/454991651	yes	43.0700111	-89.4233166
1549	way/454991652	house	43.0681158	-89.4208107
1550	way/454991654	yes	43.0705599	-89.4229359
1551	way/454991655	house	43.0685643	-89.422684
1552	way/454991656	yes	43.0702742	-89.4246904
1553	way/454991657	house	43.0685672	-89.422492
1554	way/454991659	house	43.068163	-89.4225707
1555	way/454991661	yes	43.0682233	-89.4196713
1556	way/454991662	yes	43.0701777	-89.4235068
1557	way/454991663	yes	43.0698166	-89.4244916
1558	way/454991664	yes	43.0689459	-89.4213968
1559	way/454991665	house	43.0681393	-89.4222208
1560	way/454991666	house	43.0685831	-89.4222292
1561	way/454991668	yes	43.0691832	-89.420414
1562	way/454991670	yes	43.0706925	-89.4230372
1563	way/454991672	yes	43.0681388	-89.4192982
1564	way/454991673	house	43.069409	-89.4219623
1565	way/454991675	yes	43.0683881	-89.4234368
1566	way/454991676	yes	43.0682443	-89.4208361
1567	way/454991677	house	43.0694217	-89.4222124
1568	way/454991678	yes	43.0681403	-89.4191963
1569	way/454991679	house	43.0681769	-89.4209041
1570	way/454991680	house	43.0710069	-89.4215514
1571	way/454991681	house	43.0706202	-89.4215365
1572	way/454991682	yes	43.0705074	-89.4235475
1573	way/454991683	house	43.0685417	-89.4204076
1574	way/454991684	house	43.0708784	-89.4214988
1575	way/454991685	yes	43.0707871	-89.4229295
1576	way/454991686	yes	43.0706784	-89.4241988
1577	way/454991687	yes	43.0704427	-89.423001
1578	way/454991688	house	43.0681586	-89.4229553
1579	way/454991689	yes	43.069797	-89.4240416
1580	way/454991690	yes	43.0698181	-89.4247124
1581	way/454991691	yes	43.0684307	-89.4191272
1582	way/454991692	yes	43.0699049	-89.4240904
1583	way/454991693	yes	43.0690939	-89.421396
1584	way/454991694	house	43.0693785	-89.4203907
1585	way/454991695	yes	43.0701767	-89.4223775
1586	way/454991696	yes	43.0681993	-89.4195477
1587	way/454991697	yes	43.0682877	-89.4207466
1588	way/454991698	house	43.0694247	-89.4210235
1589	way/454991699	yes	43.0704189	-89.4222227
1590	way/454991700	yes	43.0701088	-89.4241335
1591	way/454991701	house	43.0689823	-89.4219588
1592	way/454991702	yes	43.0702479	-89.4241014
1593	way/454991703	house	43.0684199	-89.4201718
1594	way/454991704	yes	43.0681466	-89.4201411
1595	way/454991705	yes	43.0705668	-89.4223284
1596	way/454991706	house	43.0699204	-89.4233484
1597	way/454991707	yes	43.0681249	-89.4199105
1598	way/454991708	yes	43.0705237	-89.4219646
1599	way/454991709	house	43.0681513	-89.4227552
1600	way/454991710	house	43.0681739	-89.423068
1601	way/454991711	house	43.069387	-89.4206051
1602	way/454991712	house	43.0689515	-89.4210094
1603	way/454991713	yes	43.0705446	-89.421778
1604	way/454991714	house	43.0685723	-89.41904
1605	way/454991715	house	43.0685585	-89.4215974
1606	way/454991716	yes	43.070871	-89.4224605
1607	way/454991717	house	43.0689937	-89.4236163
1608	way/454991718	yes	43.0704364	-89.4235024
1609	way/454991719	yes	43.0702326	-89.4230398
1610	way/454991720	house	43.0685514	-89.4229034
1611	way/454991721	house	43.0681549	-89.4223988
1612	way/454991722	house	43.0685353	-89.4194778
1613	way/484383229	university	43.073948	-89.3982949
1614	way/490171328	university	43.0763444	-89.4190687
1615	way/565832280	yes	43.0769007	-89.3992928
1616	way/565832283	yes	43.0768248	-89.3999683
1617	way/566005522	yes	43.0689809	-89.4144329
1618	way/574873479	yes	43.0725735	-89.4243298
1619	way/603809893	apartments	43.0710949	-89.4026283
1620	way/658558855	retail	43.0681494	-89.4235718
1621	way/664869942	yes	43.0762027	-89.4275777
1622	way/664877303	yes	43.0748184	-89.4294249
1623	way/673792364	yes	43.0706498	-89.4182894
1624	way/673792365	detached	43.0701291	-89.4197851
1625	way/676434244	house	43.0770143	-89.4349255
1626	way/676434268	yes	43.0760659	-89.4362019
1627	way/676434277	house	43.0763697	-89.436248
1628	way/676434278	house	43.0771767	-89.4357259
1629	way/676434279	house	43.0774378	-89.4360562
1630	way/676434299	yes	43.0786791	-89.4360053
1631	way/676434300	yes	43.0761079	-89.436102
1632	way/676434343	house	43.0773076	-89.4353715
1633	way/676434344	house	43.0788327	-89.4362626
1634	way/676434348	house	43.0766107	-89.4362527
1635	way/676434352	house	43.0777555	-89.436155
1636	way/676434364	house	43.0776395	-89.4352745
1637	way/676434371	house	43.0785866	-89.4361548
1638	way/676434388	house	43.0769439	-89.4360919
1639	way/676434404	house	43.0767774	-89.4362504
1640	way/683560763	yes	43.0738203	-89.4194592
1641	way/720057188	yes	43.0696499	-89.4102539
1642	way/724816379	yes	43.0776226	-89.4106464
1643	way/759447765	yes	43.071164	-89.405346
1644	way/870590630	hospital	43.0751986	-89.4314501
1645	way/870590639	hospital	43.0759808	-89.4312729
1646	way/870590646	yes	43.0746889	-89.4326853
1647	way/875169642	yes	43.0811563	-89.4303173
1648	way/875169643	yes	43.0811577	-89.4305256
1649	way/877372513	yes	43.0741793	-89.4291917
1650	way/901811790	apartments	43.0710955	-89.4021758
1651	way/901811791	apartments	43.0711019	-89.4023086
1652	way/901811792	apartments	43.0711749	-89.4020055
1653	way/901811793	apartments	43.0712745	-89.401872
1654	way/901811795	apartments	43.0713047	-89.4021262
1655	way/901811796	yes	43.0714845	-89.4019438
1656	way/901811797	yes	43.0715129	-89.4018513
1657	way/901811805	yes	43.0750432	-89.414454
1658	way/904814930	yes	43.0769112	-89.4355901
1659	way/904814937	yes	43.071905	-89.4300758
1660	way/905240258	yes	43.06977	-89.415281
1661	way/906708755	yes	43.0734871	-89.4202264
1662	way/906708756	yes	43.0733583	-89.4203609
1663	way/906708757	yes	43.0732986	-89.4201654
1664	way/906708776	yes	43.0770197	-89.4351355
1665	way/906708777	yes	43.0768632	-89.4348089
1666	way/906708778	yes	43.076512	-89.4345615
1667	way/906708781	yes	43.0783807	-89.4359659
1668	way/906708782	yes	43.078117	-89.4358112
1669	way/906708783	yes	43.0778694	-89.4357185
1670	way/906708784	yes	43.0778347	-89.4353645
1671	way/907777252	yes	43.0756555	-89.4190782
1672	way/916478127	yes	43.0725313	-89.4193085
1673	way/939109261	house	43.0691521	-89.420954
1674	way/954433495	apartments	43.0725925	-89.4311508
1675	way/958528165	yes	43.0681268	-89.4018811
1676	way/958528167	house	43.0711908	-89.4013487
1677	way/958528169	yes	43.071242	-89.4011546
1678	way/958528170	yes	43.0714818	-89.4012894
1679	way/958528171	yes	43.0715092	-89.4015017
1680	way/958528173	yes	43.0689373	-89.4021058
1681	way/958528175	yes	43.0691178	-89.4031937
1682	way/958528176	yes	43.0691383	-89.4033483
1683	way/958528177	yes	43.0692473	-89.4034921
1684	way/958539415	yes	43.0711161	-89.4265565
1685	way/958539416	yes	43.0710402	-89.42624
1686	way/958539417	yes	43.0711269	-89.4260891
1687	way/958539418	yes	43.0711984	-89.4251798
1688	way/958539419	yes	43.0720013	-89.425094
1689	way/958539420	yes	43.0692204	-89.4217804
1690	way/958539422	yes	43.0721433	-89.4230552
1691	way/958539423	yes	43.0712919	-89.4233738
1692	way/958539424	yes	43.0713353	-89.4234592
1693	way/958539425	yes	43.0713772	-89.4227812
1694	way/958539426	yes	43.0713733	-89.4227866
1695	way/958539427	yes	43.0713187	-89.4217037
1696	way/958539428	yes	43.0716128	-89.4219994
1697	way/958539429	yes	43.0715349	-89.4221301
1698	way/958539430	yes	43.0700373	-89.4225199
1699	way/958539431	yes	43.0704605	-89.4233713
1700	way/958539432	yes	43.0705371	-89.4232875
1701	way/958539433	yes	43.0701996	-89.4231128
1702	way/958539434	yes	43.0703059	-89.4244392
1703	way/958539435	yes	43.0703747	-89.4244097
1704	way/958539436	yes	43.0704129	-89.4239426
1705	way/958539437	yes	43.0699757	-89.4244121
1706	way/958539438	yes	43.0704122	-89.4253159
1707	way/958539439	yes	43.0699674	-89.4257853
1708	way/989760824	yes	43.073713	-89.4042358
1709	way/1000408881	yes	43.0686313	-89.397855
1710	way/102234273	commercial	43.0683927	-89.3988452
1711	way/102316446	apartments	43.075521	-89.3972139
1712	way/102376943	yes	43.074436	-89.3972708
1713	way/102755350	retail	43.0681012	-89.4044441
1714	way/108065764	yes	43.0748533	-89.4361496
1715	way/153630414	dormitory	43.0717283	-89.3972438
1716	way/163535154	apartments	43.0681799	-89.4017131
1717	way/377738357	yes	43.0682394	-89.4065273
1718	way/387711108	house	43.0681426	-89.4247699
1719	way/387711111	yes	43.0681463	-89.4251784
1720	way/387711116	yes	43.068218	-89.4245702
1721	way/387711121	house	43.068139	-89.4244
1722	way/391309072	residential	43.075616	-89.4362321
1723	way/415152476	apartments	43.0752392	-89.3972288
1724	way/658558859	retail	43.0681713	-89.423218
1725	way/676434326	house	43.077601	-89.4361728
1726	way/676434377	house	43.0771146	-89.4361565
1727	way/676434390	house	43.0772727	-89.4361581
